user,btc_blocks,fraction
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,1082191.5916062642,0.00038140539879301014
0xdf3e15d2335be8190ba84e25568d6341af2bc0be,1078742.4477267119,0.0003801897895542407
0x05dc209b6bccf75d7eecc0ec0851f0cf47c24b3e,1066699.913252723,0.0003759455432496534
0xd0b53c43d3e0b58909c38487aa0c3af7dfa2d8c0,1062113.6026646756,0.00037432915329394656
0x4d0fe4c69b0af60cfd0fa6e4232f3e41561bbbad,1059371.8071619053,0.0003733628404753533
0x77cb6ed513a9e5d7cf11c1098449f1893bb6e0d9,1059343.5816044852,0.00037335289271742627
0x0773efc9e7dbe610306a66a183ed42f827cc70b5,1056300.0741052653,0.000372280245137762
0xc2fb9a129cb251175e19f219580c843989a44359,1049783.0004357654,0.00036998338097696243
0x647707a3202802e0f64929623c05489489adb0f2,1041273.6400065081,0.00036698435933128776
0x884ee57fd61f8cde2d320d9e9512518edd21235d,1040841.3563273238,0.00036683200615248855
0x27887588da8ecdad2198ef565c56f50a1e1ea6fb,1040233.7502949563,0.00036661786272088027
0xe3939654deae5f54fd3e6b84b3a7f75f245062d8,1032441.3150378935,0.00036387151272163716
0x0c3da6873acdc363fdb292f168a875155ed4e991,1022576.5893525367,0.00036039480890764556
0xbd49d787655919f7ccf051d372a15e4363dd3d01,1016976.7966128592,0.0003584212293681254
0x5e7edb3eed0aafa2e8d37c5e9fe0b22f4d0b78cf,1016207.3232809781,0.00035815003775539896
0x5500e69d58d8f80b236c8a72fd52c538a5d5237f,1013238.5922322762,0.0003571037442355438
0x862761cab3e948c6963b87cf2c0afa337da9010e,1012276.4252548814,0.000356764640067146
0x14975679e5f87c25fa2c54958e735a79b5b93043,1008270.876443072,0.0003553529326081318
0x9739a1e519d5c4aef08eba2fb0b54c3821394b88,1004584.308842062,0.00035405364623689544
0x750e9a7b449904f47b793b805db469fa6e025e33,999982.1945544722,0.00035243168645753334
0xff364f32b900822a7507a9b5c60bdb12da91f931,993182.492004135,0.0003500352131500335
0x825f23921dcff36944d8b0b0ca23ac7d05fb86cb,989173.9697278197,0.0003486224577292494
0x8a036dddc468a5850995c77116068d9e8949ca4f,987968.4648925795,0.00034819759206221047
0x4adf9b737ab9c97f5728cbcf143483cf6c2f7df3,982431.7520378061,0.0003462462442687548
0x080be7e267c2edc3ac7137873d11f89ac1aacda0,962223.976558005,0.0003391242570666981
0xacf040d32aeec8e13d720ae291f5640befecfe4b,955688.9409575415,0.00033682106243956026
0xe0948c933ff574d58db56f47fbafc27c3348eaed,954789.546501193,0.0003365040816905353
0x48e8851b384e8862c8b042726b0fd1eb48bc38b0,950710.4866320449,0.0003350664661443049
0x234ded830ba7929d802a2fd2f98da13b2f1515c7,946392.0189891534,0.0003335444742102639
0x93bbf2b1ffe750fad9a83384e6c4fbca01401b03,937750.3447235696,0.0003304988201458
0x9a4f69eb91510814d4a83e28b2de97b9c3681ce2,935697.0240622166,0.00032977515199704747
0x9ead657bf56a42ac728e7ff9b12c06fb25a00a5d,934175.8195188555,0.0003292390217683463
0x00a36bf34c91e0f240b287fa1fb510a0b0479ff9,923540.5759612366,0.00032549075820594535
0x3a91cbeefaf456addbfc50a1ce6d0981541d3c0b,912593.8098116535,0.00032163270225618644
0x1931f8895870e1781948df1ea0ceadb57a3aac51,912427.431273761,0.00032157406414340894
0x01695a44f7628f62ad020acf4df26cd0552afa99,911889.9095544141,0.0003213846210842339
0x5bf35b1afcb8c7a2d01ab924c709206196c8ad3c,886981.4660568081,0.0003126059400270131
0x23b886aceeb71458c96792ffd447352c277f820e,880983.9565102115,0.00031049218998669965
0x7c0554c66d27f4b8f92570d7055895c522d96100,880499.0032949431,0.0003103212740639555
